t_s,regime,station,speed_mm_s,dist_mm,dist_lo_mm,dist_hi_mm,mm_past_prev_magnet,mm_before_next_magnet,hall_spread_counts,basis,verdict
1233.604,ordinary,,135.7,27.1,23.6,30.7,34.9,308.4,34,"prior marker interval 2211 ms over surveyed spacing 300 mm, +/-13%",INSIDE the typical field
1281.649,ordinary,,154.6,30.9,26.9,34.9,32.2,145.8,21,"prior marker interval 1940 ms over surveyed spacing 300 mm, +/-13%",INSIDE the typical field
1282.996,ordinary,,236.5,47.3,41.2,53.5,48.2,223.0,16,"prior marker interval 1353 ms over surveyed spacing 320 mm, +/-13%",clears p95 field
1284.328,ordinary,,237.7,47.5,41.4,53.7,44.9,184.5,20,"prior marker interval 1346 ms over surveyed spacing 320 mm, +/-13%",clears p95 field
1285.488,ordinary,,256.6,51.3,44.7,58.0,47.2,184.0,19,"prior marker interval 1169 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1286.586,ordinary,,273.0,54.6,47.5,61.7,49.4,209.4,18,"prior marker interval 1099 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1287.739,ordinary,,261.1,52.2,45.4,59.0,48.6,199.2,21,"prior marker interval 1149 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1288.89,ordinary,,262.0,52.4,45.6,59.2,49.3,207.0,17,"prior marker interval 1145 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1290.075,ordinary,,254.0,50.8,44.2,57.4,49.5,200.4,18,"prior marker interval 1181 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1291.252,ordinary,,253.8,50.8,44.2,57.4,47.7,175.4,20,"prior marker interval 1182 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1292.324,ordinary,,278.0,55.6,48.4,62.8,50.3,187.7,10,"prior marker interval 1079 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1293.377,ordinary,,283.6,56.7,49.3,64.1,50.5,161.9,19,"prior marker interval 1058 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1294.332,ordinary,,316.5,63.3,55.1,71.5,58.2,194.6,21,"prior marker interval 948 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1295.336,ordinary,,300.3,60.1,52.3,67.9,56.8,185.6,20,"prior marker interval 999 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1296.336,ordinary,,297.9,59.6,51.8,67.3,54.2,188.6,20,"prior marker interval 1007 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1297.353,ordinary,,295.6,59.1,51.4,66.8,54.4,187.7,19,"prior marker interval 1015 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1298.375,ordinary,,294.4,58.9,51.2,66.5,55.1,187.5,20,"prior marker interval 1019 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1299.4,ordinary,,274.0,54.8,47.7,61.9,51.5,204.1,24,"prior marker interval 1022 ms over surveyed spacing 280 mm, +/-13%",clears p95 field
1300.53,ordinary,,264.3,52.9,46.0,59.7,48.9,172.3,21,"prior marker interval 1135 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1301.569,ordinary,,288.7,57.7,50.2,65.3,54.0,223.5,18,"prior marker interval 1039 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1302.72,ordinary,,249.4,49.9,43.4,56.4,44.1,188.5,20,"prior marker interval 1163 ms over surveyed spacing 290 mm, +/-13%",clears p95 field
1303.852,ordinary,,265.0,53.0,46.1,59.9,46.6,178.1,19,"prior marker interval 1132 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1304.895,ordinary,,287.6,57.5,50.0,65.0,49.2,197.3,21,"prior marker interval 1043 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1305.94,ordinary,,282.8,56.6,49.2,63.9,45.0,179.5,20,"prior marker interval 1061 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1306.937,ordinary,,303.0,60.6,52.7,68.5,49.1,205.2,24,"prior marker interval 990 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1307.987,ordinary,,287.6,57.5,50.0,65.0,49.8,198.2,21,"prior marker interval 1043 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1309.048,ordinary,,284.1,56.8,49.4,64.2,48.9,185.2,21,"prior marker interval 1056 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1310.058,ordinary,,291.8,58.4,50.8,66.0,46.1,201.9,19,"prior marker interval 1028 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1311.125,ordinary,,286.0,57.2,49.8,64.6,50.0,207.1,30,"prior marker interval 1049 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1312.228,ordinary,,272.7,54.5,47.5,61.6,48.8,193.1,15,"prior marker interval 1100 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1313.308,ordinary,,276.8,55.4,48.2,62.5,47.6,200.4,17,"prior marker interval 1084 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1314.409,ordinary,,273.0,54.6,47.5,61.7,48.3,201.7,21,"prior marker interval 1099 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1315.515,ordinary,,268.6,53.7,46.7,60.7,44.9,189.9,21,"prior marker interval 1117 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1316.599,ordinary,,279.1,55.8,48.6,63.1,49.4,219.9,22,"prior marker interval 1075 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1317.759,ordinary,,257.1,51.4,44.7,58.1,44.2,224.4,20,"prior marker interval 1167 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1319.019,ordinary,,246.2,49.2,42.8,55.6,46.0,203.1,19,"prior marker interval 1239 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
1320.231,ordinary,,247.7,49.5,43.1,56.0,46.3,198.2,22,"prior marker interval 1211 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1321.414,ordinary,,257.4,51.5,44.8,58.2,47.1,204.4,20,"prior marker interval 1185 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
1322.584,ordinary,,253.0,50.6,44.0,57.2,44.5,199.6,14,"prior marker interval 1186 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1323.77,ordinary,,254.1,50.8,44.2,57.4,50.1,253.1,22,"prior marker interval 1161 ms over surveyed spacing 295 mm, +/-13%",clears p95 field
1325.164,ordinary,,214.7,42.9,37.4,48.5,42.5,239.0,19,"prior marker interval 1397 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1326.691,ordinary,,198.5,39.7,34.5,44.9,42.5,282.9,16,"prior marker interval 1511 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1328.564,ordinary,,164.2,32.8,28.6,37.1,40.7,215.9,18,"prior marker interval 1827 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1330.339,ordinary,,172.8,34.6,30.1,39.1,44.9,268.9,18,"prior marker interval 1765 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
1332.342,ordinary,,148.1,29.6,25.8,33.5,36.6,249.7,24,"prior marker interval 2026 ms over surveyed spacing 300 mm, +/-13%",clears typical field
1334.519,ordinary,,140.4,28.1,24.4,31.7,40.9,271.1,21,"prior marker interval 2136 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1336.944,ordinary,,126.1,25.2,21.9,28.5,37.2,242.3,21,"prior marker interval 2419 ms over surveyed spacing 305 mm, +/-13%",clears typical field
1339.346,ordinary,,132.6,26.5,23.1,30.0,37.1,198.0,18,"prior marker interval 2414 ms over surveyed spacing 320 mm, +/-13%",clears typical field
1341.304,ordinary,,146.3,29.3,25.5,33.1,38.6,278.4,27,"prior marker interval 1982 ms over surveyed spacing 290 mm, +/-13%",clears typical field
1343.734,ramp:Bamboo_CW,Bamboo,85.4,17.1,16.5,17.8,27.9,250.3,22,observed leg 2 of the Bamboo_CW template (n=2 runs),INSIDE the typical field
1389.524,ordinary,,217.2,43.4,37.8,49.1,41.7,239.2,22,"prior marker interval 1404 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
1391.038,ordinary,,221.0,44.2,38.5,50.0,47.1,254.4,23,"prior marker interval 1493 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
1392.597,ordinary,,211.1,42.2,36.7,47.7,43.9,216.2,22,"prior marker interval 1563 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
1394.03,ordinary,,223.8,44.8,38.9,50.6,46.8,239.0,28,"prior marker interval 1430 ms over surveyed spacing 320 mm, +/-13%",clears p95 field
1395.507,ordinary,,219.7,43.9,38.2,49.7,45.9,229.9,20,"prior marker interval 1479 ms over surveyed spacing 325 mm, +/-13%",clears p95 field
1396.951,ordinary,,216.3,43.3,37.6,48.9,42.8,242.3,18,"prior marker interval 1456 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
1398.482,ordinary,,234.0,46.8,40.7,52.9,49.4,230.0,20,"prior marker interval 1517 ms over surveyed spacing 355 mm, +/-13%",clears p95 field
1399.86,ordinary,,237.2,47.4,41.3,53.6,46.3,228.5,19,"prior marker interval 1391 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
1401.223,ordinary,,242.1,48.4,42.1,54.7,48.4,223.5,23,"prior marker interval 1363 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
1402.544,ordinary,,249.8,50.0,43.5,56.5,49.5,231.3,19,"prior marker interval 1321 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
1403.884,ordinary,,249.4,49.9,43.4,56.4,53.4,262.2,19,"prior marker interval 1323 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
1405.353,ordinary,,231.6,46.3,40.3,52.3,50.5,239.5,17,"prior marker interval 1468 ms over surveyed spacing 340 mm, +/-13%",clears p95 field
1406.812,ordinary,,227.6,45.5,39.6,51.4,51.2,244.9,23,"prior marker interval 1450 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
1408.317,ordinary,,210.1,42.0,36.6,47.5,48.1,227.8,17,"prior marker interval 1499 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
1409.815,ordinary,,214.2,42.8,37.3,48.4,45.8,246.8,22,"prior marker interval 1517 ms over surveyed spacing 325 mm, +/-13%",clears p95 field
1411.413,ordinary,,211.3,42.3,36.8,47.7,52.0,267.3,21,"prior marker interval 1562 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
1413.106,ordinary,,183.5,36.7,31.9,41.5,41.8,247.9,19,"prior marker interval 1717 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
1414.915,ordinary,,169.2,33.8,29.4,38.2,43.7,227.7,18,"prior marker interval 1773 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1416.737,ordinary,,166.3,33.3,28.9,37.6,45.9,260.3,17,"prior marker interval 1804 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1418.79,ordinary,,144.5,28.9,25.1,32.6,41.6,254.4,18,"prior marker interval 2042 ms over surveyed spacing 295 mm, +/-13%",clears p95 field
1421.038,ordinary,,133.1,26.6,23.2,30.1,38.2,220.1,18,"prior marker interval 2254 ms over surveyed spacing 300 mm, +/-13%",clears typical field
1423.152,ordinary,,136.2,27.2,23.7,30.8,35.4,218.1,21,"prior marker interval 2130 ms over surveyed spacing 290 mm, +/-13%",INSIDE the typical field
1425.24,ordinary,,145.1,29.0,25.2,32.8,41.5,264.7,15,"prior marker interval 2068 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1427.577,ordinary,,136.7,27.3,23.8,30.9,42.6,260.3,16,"prior marker interval 2305 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
1429.971,ordinary,,130.0,26.0,22.6,29.4,37.6,295.4,19,"prior marker interval 2424 ms over surveyed spacing 315 mm, +/-13%",clears typical field
1432.743,ordinary,,117.8,23.6,20.5,26.6,35.2,271.3,19,"prior marker interval 2759 ms over surveyed spacing 325 mm, +/-13%",INSIDE the typical field
1479.877,ordinary,,155.6,31.1,27.1,35.2,35.3,128.4,24,"prior marker interval 1928 ms over surveyed spacing 300 mm, +/-13%",INSIDE the typical field
1481.101,ordinary,,255.6,51.1,44.5,57.8,50.9,217.0,19,"prior marker interval 1252 ms over surveyed spacing 320 mm, +/-13%",clears p95 field
1482.347,ordinary,,252.4,50.5,43.9,57.0,49.7,198.4,21,"prior marker interval 1248 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
1483.53,ordinary,,266.0,53.2,46.3,60.1,52.4,184.1,23,"prior marker interval 1184 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
1484.606,ordinary,,280.3,56.1,48.8,63.4,51.6,199.6,18,"prior marker interval 1088 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
1485.696,ordinary,,273.7,54.7,47.6,61.9,48.7,164.5,22,"prior marker interval 1096 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1486.681,ordinary,,301.3,60.3,52.4,68.1,55.4,183.8,22,"prior marker interval 979 ms over surveyed spacing 295 mm, +/-13%",clears p95 field
1487.663,ordinary,,301.5,60.3,52.5,68.1,51.9,199.6,19,"prior marker interval 995 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1488.707,ordinary,,290.4,58.1,50.5,65.6,52.9,201.0,18,"prior marker interval 1033 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1489.779,ordinary,,278.8,55.8,48.5,63.0,50.2,231.1,20,"prior marker interval 1076 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1490.997,ordinary,,249.0,49.8,43.3,56.3,47.1,217.8,22,"prior marker interval 1205 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1492.279,ordinary,,249.0,49.8,43.3,56.3,51.5,234.3,19,"prior marker interval 1265 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
1493.617,ordinary,,244.8,49.0,42.6,55.3,48.2,243.8,20,"prior marker interval 1348 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
1495.003,ordinary,,229.9,46.0,40.0,52.0,43.7,224.1,21,"prior marker interval 1392 ms over surveyed spacing 320 mm, +/-13%",clears p95 field
1496.365,ordinary,,230.3,46.1,40.1,52.0,43.1,212.8,18,"prior marker interval 1368 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
1497.687,ordinary,,236.6,47.3,41.2,53.5,46.9,193.3,22,"prior marker interval 1310 ms over surveyed spacing 310 mm, +/-13%",clears p95 field
1498.894,ordinary,,248.3,49.7,43.2,56.1,47.2,200.7,23,"prior marker interval 1208 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1500.095,ordinary,,248.6,49.7,43.2,56.2,48.0,189.1,21,"prior marker interval 1207 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1501.243,ordinary,,260.6,52.1,45.4,58.9,48.7,181.4,22,"prior marker interval 1151 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1502.323,ordinary,,276.8,55.4,48.2,62.5,50.9,189.9,12,"prior marker interval 1084 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1503.393,ordinary,,280.4,56.1,48.8,63.4,51.6,191.5,23,"prior marker interval 1070 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1504.453,ordinary,,281.2,56.2,48.9,63.5,49.8,191.2,25,"prior marker interval 1067 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1505.518,ordinary,,283.8,56.8,49.4,64.1,52.5,200.9,19,"prior marker interval 1057 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1506.596,ordinary,,274.2,54.8,47.7,62.0,46.6,181.5,23,"prior marker interval 1094 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1507.637,ordinary,,290.7,58.1,50.6,65.7,52.0,193.3,19,"prior marker interval 1032 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1508.682,ordinary,,286.0,57.2,49.8,64.6,51.5,186.7,21,"prior marker interval 1049 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1509.715,ordinary,,291.5,58.3,50.7,65.9,52.5,191.3,19,"prior marker interval 1029 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1510.75,ordinary,,290.1,58.0,50.5,65.6,51.9,189.7,26,"prior marker interval 1034 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1511.79,ordinary,,290.4,58.1,50.5,65.6,54.0,203.6,23,"prior marker interval 1033 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1512.874,ordinary,,275.7,55.1,48.0,62.3,50.5,191.9,21,"prior marker interval 1088 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1513.964,ordinary,,278.3,55.7,48.4,62.9,54.0,205.4,20,"prior marker interval 1078 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1515.081,ordinary,,265.0,53.0,46.1,59.9,47.4,193.2,17,"prior marker interval 1132 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1516.188,ordinary,,270.3,54.1,47.0,61.1,48.1,189.7,21,"prior marker interval 1110 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1517.272,ordinary,,277.8,55.6,48.3,62.8,50.6,204.4,19,"prior marker interval 1080 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1518.392,ordinary,,268.8,53.8,46.8,60.8,49.5,208.1,17,"prior marker interval 1116 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1519.564,ordinary,,259.1,51.8,45.1,58.5,51.3,221.2,18,"prior marker interval 1158 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1520.822,ordinary,,239.8,48.0,41.7,54.2,48.9,238.4,22,"prior marker interval 1251 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1522.236,ordinary,,214.0,42.8,37.2,48.4,47.1,251.2,19,"prior marker interval 1402 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1523.844,ordinary,,188.2,37.6,32.7,42.5,44.0,306.4,8,"prior marker interval 1594 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1525.967,ordinary,,143.3,28.7,24.9,32.4,42.3,249.9,19,"prior marker interval 2059 ms over surveyed spacing 295 mm, +/-13%",clears p95 field
1528.213,ordinary,,142.9,28.6,24.9,32.3,43.1,302.3,17,"prior marker interval 2240 ms over surveyed spacing 320 mm, +/-13%",clears p95 field
1530.869,ordinary,,114.4,22.9,19.9,25.8,38.9,280.9,28,"prior marker interval 2623 ms over surveyed spacing 300 mm, +/-13%",clears typical field
1533.883,ordinary,,105.3,21.1,18.3,23.8,37.7,310.7,23,"prior marker interval 2991 ms over surveyed spacing 315 mm, +/-13%",clears typical field
1586.762,ordinary,,207.4,41.5,36.1,46.9,39.6,168.2,21,"prior marker interval 1519 ms over surveyed spacing 315 mm, +/-13%",clears typical field
1587.963,ordinary,,253.3,50.7,44.1,57.3,48.1,184.9,23,"prior marker interval 1204 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
1589.055,ordinary,,266.4,53.3,46.4,60.2,43.2,195.3,20,"prior marker interval 1126 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1590.168,ordinary,,279.0,55.8,48.6,63.1,50.2,187.2,23,"prior marker interval 1093 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
1591.206,ordinary,,285.4,57.1,49.7,64.5,47.7,193.5,20,"prior marker interval 1051 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1592.242,ordinary,,286.5,57.3,49.9,64.8,45.3,188.0,29,"prior marker interval 1047 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1593.264,ordinary,,290.6,58.1,50.6,65.7,48.2,180.2,21,"prior marker interval 1015 ms over surveyed spacing 295 mm, +/-13%",clears p95 field
1594.248,ordinary,,299.8,60.0,52.2,67.8,49.2,209.9,22,"prior marker interval 984 ms over surveyed spacing 295 mm, +/-13%",clears p95 field
1595.314,ordinary,,281.7,56.3,49.0,63.7,46.8,217.7,17,"prior marker interval 1065 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1596.479,ordinary,,263.9,52.8,45.9,59.6,50.7,222.7,21,"prior marker interval 1137 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1597.704,ordinary,,242.1,48.4,42.1,54.7,43.8,203.6,25,"prior marker interval 1239 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1598.918,ordinary,,245.1,49.0,42.6,55.4,42.4,185.3,19,"prior marker interval 1224 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1600.059,ordinary,,268.1,53.6,46.6,60.6,49.6,187.4,18,"prior marker interval 1119 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1601.134,ordinary,,276.5,55.3,48.1,62.5,48.7,182.5,20,"prior marker interval 1085 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1602.168,ordinary,,288.2,57.6,50.1,65.1,50.1,191.9,20,"prior marker interval 1041 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1603.211,ordinary,,293.3,58.7,51.0,66.3,51.9,196.8,19,"prior marker interval 1040 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
1604.275,ordinary,,286.8,57.4,49.9,64.8,55.4,209.4,21,"prior marker interval 1046 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1605.401,ordinary,,268.8,53.8,46.8,60.8,52.7,220.4,21,"prior marker interval 1116 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1606.623,ordinary,,250.2,50.0,43.5,56.5,50.5,208.9,20,"prior marker interval 1219 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
1607.862,ordinary,,239.6,47.9,41.7,54.2,48.9,210.6,22,"prior marker interval 1252 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
